Code,Name,Description,Alternate Code,Label List,Enable Inventory,Unit Of Measure,Barcode,Manufacturer Code,Brand,Is Manual Order Approval Needed,Height,Width,Length,Weight,Is Archived,Internal Notes,External Notes,Tax Code,Cost Price,Sell Price Ex Tax,Sell Price Inc Tax,Minimum Stock Quantity,Override Sales GL Account Code,Override Purchase GL Account Code,Is Auto Archive When No Stock Enabled,Is Excluded From Order Consolidation,BoM Weight Calculated From Components,Photo Identifier
"PR2401","Designer Brands Sheer Shine Lipstick Dance Party","Designer Brands Sheer Shine Lipstick Dance Party

Condition: Brand New

Product Description
A lusciously sheer wash of color with a natural glossy finish that makes you feel like you're wearing nothing.
Shine Sheer Lipstick has a unique lightweight, non-sticky texture for all-day comfort wear, with a polished sheen and fresh color on the lips.

Its formula is infused with Hyaluronic Acid for moisture and hydration and is 100% Certified Vegan and Cruelty-Free.

Shine Sheer Lipstick benefits:

Comfy, lightweight, and silky-smooth texture
Buildable formula allows you to add more color by layering it on.
Elegant compact with magnetic closure.

How to use:

Apply 1-2 coats of your preferred Shine Sheer Lipstick color.
Color intensity can be increased by layering.
For a more defined look, use a lip liner.","SL1229",,Y,Each,,,"Designer Brands",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1229_1.jpg
"PR2402","Designer Brands Lush Moisturising Currant Kiss","Designer Brands Lush Moisturising Currant Kiss

Condition: Brand New

Product Description
This ultra-moisturising lipstick provides intense hydration and rich color!

This lipstick, infused with Jojoba Seed Oil to keep lips soft and supple, is the ideal addition to your everyday makeup routine. 
Vitamins A and E nourish the lips, while Hyaluronic Acid promotes moisture retention and Q10 helps firm and tone the lips. The creamy satin formula glides on smoothly for a plump and hydrated pout.

How to use:

Apply lip liner to the natural lip line.
Using your preferred Moisturising Lipstick shade, apply 1-2 coats.
Using a tissue, blot the lips to remove any excess color.","SL1230",,Y,Each,,,"Designer Brands",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1230_1.jpg
"PR2403","Designer Brands Lipstick Bold Longwear Honeysuckle","Designer Brands Lipstick Bold Longwear Honeysuckle

Condition: Brand New

Product Description
A lipstick that lasts and doesn't dry out your lips? Say hello to DB Longwear Lipstick!
This bold formula is designed to combat dryness by gliding onto the lips without dragging or pulling.

The creamy texture is rich and intense, and the strong pigments ensure that your lip color lasts even after eating and drinking.

How to use:

1. Using DB Lipliner, draw a line along your natural lip line.
2. Apply 1-2 coats of your preferred DB Longwear Lipstick shade.
3. Blot the lips to remove any excess color.","SL1231",,Y,Each,,,"Designer Brands",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1231_1.jpg
"PR2404","Designer Brands Lush Moisturising Crimson Red","Designer Brands Lush Moisturising Crimson Red

Condition: Brand New

Product Description
This ultra-moisturising lipstick provides intense hydration and rich color!

This lipstick, infused with Jojoba Seed Oil to keep lips soft and supple, is the ideal addition to your everyday makeup routine. 
Vitamins A and E nourish the lips, while Hyaluronic Acid promotes moisture retention and Q10 helps firm and tone the lips. The creamy satin formula glides on smoothly for a plump and hydrated pout.

How to use:

Apply lip liner to the natural lip line.
Using your preferred Moisturising Lipstick shade, apply 1-2 coats.
Using a tissue, blot the lips to remove any excess color.","SL1232",,Y,Each,,,"Designer Brands",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1232_1.jpg
"PR2405","Designer Brands Lipstick Bold Longwear Red Wine","Designer Brands Lipstick Bold Longwear Red Wine

Condition: Brand New

Product Description
A lipstick that lasts and doesn't dry out your lips? Say hello to DB Longwear Lipstick!
This bold formula is designed to combat dryness by gliding onto the lips without dragging or pulling.

The creamy texture is rich and intense, and the strong pigments ensure that your lip color lasts even after eating and drinking.

How to use:

1. Using DB Lipliner, draw a line along your natural lip line.
2. Apply 1-2 coats of your preferred DB Longwear Lipstick shade.
3. Blot the lips to remove any excess color.","SL1233",,Y,Each,,,"Designer Brands",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1233_1.jpg
"PR2406","Designer Brands Lush Moisturising Peach Dream","Designer Brands Lush Moisturising Peach Dream

Condition: Brand New

Product Description
This ultra-moisturising lipstick provides intense hydration and rich color!

This lipstick, infused with Jojoba Seed Oil to keep lips soft and supple, is the ideal addition to your everyday makeup routine. 
Vitamins A and E nourish the lips, while Hyaluronic Acid promotes moisture retention and Q10 helps firm and tone the lips. The creamy satin formula glides on smoothly for a plump and hydrated pout.

How to use:

Apply lip liner to the natural lip line.
Using your preferred Moisturising Lipstick shade, apply 1-2 coats.
Using a tissue, blot the lips to remove any excess color.","SL1234",,Y,Each,,,"Designer Brands",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1234_1.jpg
"PR2407","Maybelline Superstay Teddy Tint Lipstick Keep It Cozy","Maybelline Superstay Teddy Tint Lipstick Keep It Cozy

Condition: Brand New

General Information
Teddy. Set. Go! Discover Maybelline's 12H blurred matte lip tint with a teddy-soft plush feel and no-transfer colour.

Size: 5ml

Fragrance: NA

KEY FEATURES

• Up to 12H longwear, blurred matte lip tint.
• Plush light feel & teddy soft texture in buildable and blendable shades.
• 4 ways to wear: blurred, bold, gradient and on the cheeks.

Directions
STEP 1. APPLY TEDDY TINT TO CLEAN, DRY LIPS","SL1235",,Y,Each,,,"Maybelline",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1235_1.jpg;SL1235_2.jpg
"PR2408","Tender Love + Carry Tan Leopard 4pc Set","Tender Love + Carry Tan Leopard - 4pc Set

Condition: Brand New

Product Description
Tender Love + Carry Tan Leopard - 4pc Set","SL1236",,Y,Each,,,,N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1236_1.jpg;SL1236_2.jpg
"PR2409","Le Tan Express Tan Self Tanning Spray 100ml","Le Tan Express Tan Self Tanning Spray 100ml

Condition: Brand New

Experience the confidence of bronzed, glowing skin with Le Tan Express Self Tanning Spray. This fast acting formula allows you to control your desired shade. After just 30 minutes you will have a light sun-kissed glow. 1-2 hours will develop an medium glowing tan. 3+ hours will create a deep dark tan. The formula is also enriched with Vitamin E to ensure your skin remains hydrated and silky smooth with every application.

Instructions:
1. For a flawless, streak-free tan, ensure skin is clean and exfoliated. 2. Shake well. For best results, use the Le Tan application mitt. Apply evenly to face and body. Use sparingly on elbows and knees. Double coat for a darker tan. 3. Follow instructions on bottle for developing time-frames. Showering in luke warm water for only 1 minute. Pat dry. Tan will continue to develop for 4-6 hours.STORE BELOW 30°C","SL1237",,Y,Each,,,"Le Tan",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1237_1.jpg;SL1237_2.jpg
"PR2410","Bondi Sands 1 Hour Express Self Tanning Foam 200ml","Bondi Sands 1 Hour Express Self Tanning Foam 200ml

Condition: Brand New

Ready when you are, the Bondi Sands 1 Hour Express Self-Tanning Foam will leave your skin with a sun-kissed Australian glow in just one hour. Hydrating the skin with every application, this lightweight tanning formula will leave your skin with a long lasting natural looking tan for hydrated, glowing skin.

200ml

Fragrance free","SL1238",,Y,Each,,,,N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1238_1.jpg
"PR2411","Le Tan Ultra Dark Self Tanning Mousse 200ml","Le Tan Ultra Dark Self Tanning Mousse 200ml

Condition: Brand New

The next generation in dark tanning is here. This game changing formulation has been created with highly concentrated tanning actives to for your darkest tan yet. Salon quality, Uber Dark is fragrance-free, with added cutting-edge odour neutralisers to ensure no fake-tan smell. Added moisturising ingredients ensures an intensely hydrated, streak-free and long-lasting result. Once you try Uber Dark you'll never go back. Uber Dark tan Ash Base Dark cool brown tan Streak-Free For All Skin Types Even and Long Lasting Fast Drying Fast developing While all base colours can be used on all skin tones, you are able to tailor your tan to your unique skin type. Here is a guide: Do you tan in the sun easily? Try Violet Base Are you naturally fair skinned? Try Ash Base Looking for an “all-rounder” Try Green Base 

Directions:

Ensure skin is clean and exfoliated. Shake well. Apply with mitt evenly to face and body. Use sparingly on elbows and knees. Shower after 1 hour for a deep tan or 2 hours for a dark tan. For your darkest possible tan, shower after 3+ hours. Your tan will continue to develop for 4-6 hours.

Warnings:
Keep out of reach of children. Avoid contact with eyes. Test on a small area first, if irritation occurs, discontinue use. For external use only. May discolour light coloured clothing. This product does not contain a sunscreen and does not protect against sunburn. Repeated exposure of unprotected skin while tanning may increase the risk of skin aging, skin cancer and other harmful effects to the skin even if you do not burn.","SL1239",,Y,Each,,,"Le Tan",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1239_1.jpg
"PR2412","Le Tan Uber Glow Foamed Oil Self Tanning Foam Green Base 200ml","Le Tan Uber Glow Foamed Oil Self Tanning Foam Green Base 200ml

Condition: Brand New","SL1240",,Y,Each,,,"Le Tan",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1240_1.jpg
"PR2413","Le Tan Classic Self Tanning Foam Medium - Dark 180ml","Le Tan Classic Self Tanning Foam Medium - Dark 180ml

Condition: Brand New

Experience the confidence of bronzed glowing skin. Le Tan Classic Self Tanning Foam is a lightweight formula that is visible as you apply it and gradually develops into the perfect golden tan that lasts for days. The formula is enriched with Vitamin E to ensure your skin remains hydrated and silky smooth with every application.","SL1241",,Y,Each,,,"Le Tan",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1241_1.jpg
"PR2414","Maybelline Super Stay Glow Skin Tint 24 Hour 10","Maybelline Super Stay Glow Skin Tint 24 Hour 10

Condition: Brand New

Product Description
This non-stop power drop delivers bright, buildable coverage with a natural finish for up to 24 hour wear.","SL1242",,Y,Each,,,"Maybelline",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1242_1.jpg;SL1242_2.jpg
"PR2415","Maybelline Fit Me Natural Coverage Concealer 25 MEDIUM","Maybelline Fit Me Natural Coverage Concealer 25 MEDIUM

Condition: Brand New

Maybelline Fit Me® Concealer makeup for flawless, natural coverage. This oil-free concealer matches skin tones to deliver a more even complexion.

How to apply

Step 1. Dot concealer onto imperfections or under the eyes.

Step 2. Pat with a finger to blend.","SL1243",,Y,Each,,,"Maybelline",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1243_3.jpg
"PR2416","Maybelline Super Stay Glow Skin Tint 24 Hour 31","Maybelline Super Stay Glow Skin Tint 24 Hour 31

Condition: Brand New

This non-stop power drop delivers bright, buildable coverage with a natural finish for up to 24 hour wear.","SL1244",,Y,Each,,,"Maybelline",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1244_1.jpg;SL1244_2.jpg
"PR2417","Maybelline Fit Me Matte & Poreless Mattifying Liquid Foundation","Maybelline Fit Me Matte & Poreless Mattifying Liquid Foundation Ivory 115

Condition: Brand New

Maybelline Fit Me Matte & Poreless Liquid Foundation is a lightweight foundation formulated for your individual skin tone and texture, and controls shine and blurs pores throughout the day.Looking for the perfect foundation fit? Maybelline's Fit Me Matte & Poreless Liquid Foundation is all about your unique skin tone and texture. Ideal for normal to oily skin types, this ultra-lightweight formula features flexible micro-powders to control shine and blur pores throughout the day. With its medium coverage, the liquid foundation leaves a natural finish on the skin that's never flat or cakey. This oil-free mattifying foundation is available in 40 shades and is dermatologist and allergy tested.","SL1245",,Y,Each,,,"Maybelline",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1245_1.jpg;SL1245_2.jpg;SL1245_3.jpg
"PR2418","Designer Brands Luminous Hydrating Foundation Nude Beige","Designer Brands Luminous Hydrating Foundation Nude Beige

Condition: Brand New

Designed to subtly illuminate your features, this 100% Certified Vegan and Certified Cruelty-Free foundation is perfect for creating a naturally radiant, luminous, and dewy complexion.

With skin-loving ingredients including:

Vitamin C and E for brightness and softness

Hyaluronic Acid and Aloe Vera to soothe and hydrate

Green Tea to combat harmful pollution.

Directions

1. Apply a small amount of luminous foundation to the centre of the face.

2. Use DB Foundation/Buffing brush to blend outwards.

3. Build until desired coverage is achieved.","SL1246",,Y,Each,,,"Designer Brands",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1246_1.jpg
"PR2419","Avene Eau Thermal Tinted Compact SPF50+10g Honey","Avene Eau Thermal Tinted Compact SPF50+10g Honey

Condition: Brand New

Avène Mineral Tinted Compact Cream SPF50 Honey smoothly melts onto the skin to even out the complexion and conceal skin imperfections, providing a non-greasy, matte finish. Suitable for everyday light tinted coverage, as well as coverage for acne, rosacea, pigmentation, recent scars and post-surgery. It also provides high tolerance for allergy-prone and intolerant skin. Formulated with mineral filters, the Tinted Compact Cream SPF 50 Honey offers broad spectrum protection against UVB and UVA, while respecting sensitive skin. Combined with Pre-tocopheryl, a Vitamin E precursor and powerful antioxidant, skin cells are protected from free radicals. Formulated to minimise the risk of allergic reaction, non-comedogenic and fragrance free. Before sun exposure, apply to face and neck using makeup sponge (included), either by itself or after a serum.","SL1247",,Y,Each,,,"Avene",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1247_1.jpg;SL1247_2.jpg
"PR2420","Pressing Nails Extra Short Beige","Pressing Nails Extra Short Beige

Condition: Brand New

Pressing Nails extra-short basics in beige. Please note that if you have naturally longer nail beds these might be too short.

Each pack contains 24 nails (fits larger, small, and average nails) alcohol wipe, small nail file, tube of glue, and 24 short wear stickers.","SL1248",,Y,Each,,,,N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1248_1.jpg
"PR2421","Pressing Nails Rare","Pressing Nails Rare

Condition: Brand New","SL1249",,Y,Each,,,,N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1249_1.jpg
"PR2422","Pressing Nails Ombre Gel","Pressing Nails Ombre Gel

Condition: Brand New","SL1250",,Y,Each,,,,N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1250_1.jpg
"PR2423","Pressing Nails Pink Tip","Pressing Nails Pink Tip

Condition: Brand New","SL1251",,Y,Each,,,,N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1251_1.jpg
"PR2424","Natio Ultrasonic Essential Oil Diffuser","Natio Ultrasonic Essential Oil Diffuser

Condition: Brand New

Natio Ultrasonic Essential Oil Diffuser features gentle, non-heat ultrasonic technology, the Diffuser delivers a continuous stream of your chosen essential oil aroma for up to 4 hours in any room, widely preserving the natural integrity and benefits of your essential oils.","SL1252",,Y,Each,,,"Natio",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1252_1.jpg
"PR2425","Bosisto's Aromatherapy Diffuser","Bosisto's Aromatherapy Diffuser

Condition: Brand New

Bosisto’s Ultrasonic Diffuser is an effective way to use essential oils to enhance your environment. Ultra-fine mist disperses essential oils without chemicals or heat, ensuring the integrity of the essential oils is maintained.

Directions For Use

Day: Harness the power of essential oils every day and experience the benefits. Whether you’re seeking focus to get through the day or an energy boost in the afternoon, Bosisto’s Ultrasonic Diffuser is here to help. Suggested oils: Breathe, Energy, Focus, Purify, Stress.

Night: As part of your wind-down ritual, turn on your Bosisto’s Ultrasonic Diffuser 30 minutes before bed, to create an aromatic oasis. A perfect way to unwind from your busy day. Suggested oils: Sleep, Stress, Breathe. Balance.

1. Place on a flat surface in a safe and convenient location.

2. Twist gently to remove the lid off the main body and fill with water to the line.

3. Add 6-9 drops in total of your favourite Bosisto's essential oils. Replace lid.

4. Press the 'mist' button to set the desired duration time.","SL1253",,Y,Each,,,"Bosisto's",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1253_1.jpg
"PR2426","Oil Garden Koala Ultrasonic Diffuser","Oil Garden Koala Ultrasonic Diffuser

Condition: Brand New

Product Description
Cute as a button, this fun, vibrant ultrasonic diffuser is designed with baby in mind. The Koala Ultrasonic Diffuser is whisper quiet with a soft, warm light making it ideal for use in the nursery.

Features:

150mL Water Capacity
~ 6 hour run time
Intermittent and Continuous Mist
Night Light
Touch button control
Whisper quiet
Safe for the nursery
Auto shut off when empty","SL1254",,Y,Each,,,"Oil Garden",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1254_1.jpg
"PR2427","Revlon ColorStay Liquid Eye Pen Ball Point Blackest Black","Revlon ColorStay Liquid Eye Pen Ball Point Blackest Black

Condition: Brand New

Revlon® ColorStay™ Liquid Eye Pen Ball Point Blackest Black with the rounded felt tip, dot then trace along the lash line.With the rounded felt tip, dot then trace along the lash line. ​Intense formula glides on smoothly with flow-through pen to provide easy, mess-free application for up to 16 hour wear.","SL1255",,Y,Each,,,"Revlon",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1255_1.jpg;SL1255_2.jpg
"PR2428","Revlon ColorStay Eye Liner Charcoal","Revlon ColorStay Eye Liner Charcoal

Condition: Brand New

Revlon ColorStay™ Eye Liner glides on effortlessly for drama and definition. No matter what your day holds, the waterproof formula will keep you covered for wear up to 16 hours. Use built in smudger to blend color; Use pull out sharpener for precise lines. Ophthalmologist tested.","SL1256",,Y,Each,,,"Revlon",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1256_1.jpg;SL1256_2.jpg
"PR2429","Revlon ColorStay Eye Liner Black Violet","Revlon ColorStay Eye Liner Black Violet

Condition: Brand New

Revlon ColorStay™ Eye Liner glides on effortlessly for drama and definition. No matter what your day holds, the waterproof formula will keep you covered for wear up to 16 hours. Use built in smudger to blend color; Use pull out sharpener for precise lines. Ophthalmologist tested.","SL1257",,Y,Each,,,"Revlon",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1257_1.jpg;SL1257_2.jpg
"PR2430","EarSense FC298 Silver Ball Stud & Hoop","EarSense FC298 Silver Ball Stud & Hoop

Condition: Brand New","SL1258",,Y,Each,,,"EarSense",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1258_1.jpg;SL1258_2.jpg
"PR2431","EarSense F368 Swarovski Crystal Teardrop French Hook","EarSense F368 Swarovski Crystal Teardrop French Hook

Condition: Brand New","SL1259",,Y,Each,,,"EarSense",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1259_1.jpg;SL1259_2.jpg
"PR2432","Simply Essentials Scrunchies Charcoal Gold 2 pack","Simply Essentials Scrunchies Charcoal Gold 2 pack

Condition: Brand New

Like sleeping on a cloud!

These silky satin scrunchies are filled with a pillowy soft inner to secure your hair when sleeping without tugging or snagging.

Minimize frizz and breakage and wake up with creasefree hair.","SL1260",,Y,Each,,,"Simply Essentials",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1260_1.jpg;SL1260_2.jpg
"PR2433","Simply Essential Scrunchies Pink Ivy 2 pack Gift Set","Simply Essential Scrunchies Pink Ivy 2 pack

Condition: Brand New

Product Description
Like sleeping on a cloud!

These silky satin scrunchies are filled with a pillowy soft inner to secure your hair when sleeping without tugging or snagging.

Minimize frizz and breakage and wake up with creasefree hair.","SL1261",,Y,Each,,,"Simply Essential",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1261_1.jpg;SL1261_2.jpg
"PR2434","Avene Sunscreen Emulsion SPF50+ 50ml","Avene Sunscreen Emulsion SPF50+ 50ml

Condition: Brand New

Avène Sunscreen Emulsion SPF 50+ can help preventing solar keratosis, sunspots and premature skin ageing. It also may assist in preventing some skin cancers. Avène Sunscreen Emulsion SPF 50+ benefits from the exclusive SunSitive® Protection formula, result of Pierre Fabre Group’s Research:

- Photoprotective system: works in synergy to offer a formulation with a minimum of chemical filters.

- Pre-tocopheryl: Formulated with a photostable Vitamin E precursor

- Very rich in Avène Thermal Spring Water. Avène Sunscreen Emulsion Lotion SPF 50+ is formulated to minimise the risk of allergic reaction, non-comedogenic and paraben free.","SL1262",,Y,Each,,,"Avene",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1262_1.jpg;SL1262_2.jpg;SL1262_3.jpg
"PR2435","Avene Sunscreen Kids Spray SPF50+ 200ml","Avene Sunscreen Kids Spray SPF50+ 200ml

Condition: Brand New

Apply generously and evenly 20 minutes prior to sun exposure. Reapply: - At least every 2 hours - After swimming or sweating - Immediately after towel drying - Wear protective clothing, hats and eyewear when exposed to the sun. Avoid prolonged high-risk sun exposure. Frequent re-application or use in accordance with directions is required for effective sun protection. Storage conditions: store below 30ºC.No special storage conditions","SL1263",,Y,Each,,,"Avene",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1263_1.jpg;SL1263_2.jpg;SL1263_3.jpg
"PR2436","Avene Sunscreen Spray SPF50+ 200ml","Avene Sunscreen Spray SPF50+ 200ml

Condition: Brand New

Instructions & Dosage:
Apply generously and evenly 20 minutes prior to sun exposure. Reapply: - At least every 2 hours - After swimming or sweating - Immediately after towel drying - Wear protective clothing, hats and eyewear when exposed to the sun. Avoid prolonged high-risk sun exposure. Frequent re-application or use in accordance with directions is required for effective sun protection. Storage conditions: store below 30ºC.No special storage conditions","SL1264",,Y,Each,,,,N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1264_1.jpg;SL1264_2.jpg;SL1264_3.jpg
"PR2437","Avene Sunscreen Lotion SPF50+ 100ml","Avene Sunscreen Lotion SPF50+ 100ml

Condition: Brand New

Avène Sunscreen Lotion SPF 50+ can help preventing solar keratosis, sunspots and premature skin ageing. It also may assist in preventing some skin cancers. Avène Sunscreen Lotion SPF 50+ benefits from an exclusive combination of ingredients:

- Photoprotective system: works in synergy to offer a formulation with a minimum of chemical filters.

- Pre-tocopheryl: Formulated with a photostable Vitamin E precursor.

- Very rich in Avène Thermal Spring Water.

Avène Sunscreen Lotion SPF 50+ is formulated to minimise the risk of allergic reaction, non-comedogenic and paraben free.

Instructions & Dosage
Apply generously and evenly 20 minutes prior to sun exposure. Reapply: - At least every 2 hours - After swimming or sweating - Immediately after towel drying - Wear protective clothing, hats and eyewear when exposed to the sun. Avoid prolonged high-risk sun exposure. Frequent re-application or use in accordance with directions is required for effective sun protection. Storage conditions: store below 30ºC.No special storage conditions","SL1265",,Y,Each,,,"Avene",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1265_1.jpg;SL1265_2.jpg;SL1265_3.jpg
"PR2438","Designer Brands Inspired by Classics Miniature Fragrance Set","Designer Brands Inspired by Classics Miniature Fragrance Set

Condition: Brand New

Product Description
Includes: 5 x 2ml DB Classic Fragrances in Lucky #VII, Poppy Noir, Flowers, Bombshell & Miss Delicate.","SL1266",,Y,Each,,,"Designer Brands",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1266_1.jpg
"PR2439","Wild Ferns Rotorua Mud Gift Box","Wild Ferns Rotorua Mud Gift Box

Condition: Brand New

Product Description
Face Pack with Manuka Honey 80ml
Hand Crème with Green Tea & Chamomile 85g
Soap 40g

Face Pack:

This deep cleansing face and body pack contains pure, mineral rich Rotorua Thermal Mud blended with Lavender and active Manuka Honey 80+. Lavender has a healing effect to assist skin cell regeneration; Manuka Honey has powerful antibacterial and antioxidant properties, as well as valuable vitamins and minerals that assist with skin health. Enjoy an all over rejuvenation experience.

Soap:

A gentle soap containing pure, natural, Rotorua Thermal Mud. Its unique properties will cleanse, protect, heal & soothe the skin. Suitable for use on both the face & body.

Hand Crème:

An intensive moisturising hand crème containing a blend of Rotorua Thermal Mud, Green Tea and Chamomile to soothe and repair rough and dry damaged hands.","SL1267",,Y,Each,,,,N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1267_1.jpg
"PR2440","Wild Ferns Manuka Honey Gift Box","Wild Ferns Manuka Honey Gift Box

Condition: Brand New

This set contains:
Manuka Honey Special Care Hand & Nail Conditioning Crème, 85ml

Manuka Honey Conditioning Lip Balm, 15g

Manuka Honey Pure & Gentle Soap, 135g

Manuka Honey Replenishing Day Crème, 100ml","SL1268",,Y,Each,,,,N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1268_1.jpg
"PR2441","ANTIPODES Ultimate Nourish Gift Set 23","ANTIPODES Ultimate Nourish Gift Set 23

Condition: Brand New","SL1269",,Y,Each,,,"ANTIPODES",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1269_1.jpg
"PR2442","Aromas Artesanales De Antigua Diffuser & Candle Set Orange Blossom","Aromas Artesanales De Antigua Diffuser & Candle Set Orange Blossom

Condition: Brand New

This Orange Blossom Candle and Diffuser provide a wonderfully aromatic and sweet, yet fresh and enticing floral fragrance. Perfect for those wanting to create a botanical bounty in any room.

Directions:

Diffuser: Unscrew the collar and remove the plastic stopper. Re-screw the collar onto the bottle. Insert reeds into the bottle to absorb the perfume and begin to diffuse the aroma throughout the room.

Candle: Trim the wick in between uses to avoid debris falling in the wax. A candle snuffer is advised to extinguish the flame. Be careful when using candles, keep out of reach from pets and young children.","SL1270",,Y,Each,,,,N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1270_1.jpg
"PR2443","KIDS GIFT Neon Journal Set","KIDS GIFT Neon Journal Set

Condition: Brand New","SL1271",,Y,Each,,,,N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1271_1.png
"PR2444","UMBRO Giftset For Men Ice 2pc","UMBRO Giftset For Men Ice 2pc

Condition: Brand New","SL1272",,Y,Each,,,"UMBRO",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1272_1.png
"PR2445","GUCCI Gorgeous Gardenia EDP 100ml 3 piece set","GUCCI Gorgeous Gardenia EDP 100ml 3 piece set

Condition: Brand New

Product Description
Fragrance Family: Florals

Scent Type: Fruity Floral

Key Notes: Pear, White Gardenia, Brown Sugar","SL1273",,Y,Each,,,"GUCCI",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1273_1.png
"PR2446","UMBRO Giftset For Men Action 2pc","UMBRO Giftset For Men Action 2pc

Condition: Brand New","SL1274",,Y,Each,,,"UMBRO",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,0.00,0.00,0.0000,,,N,N,,SL1274_1.png
